Subject,Topic,SubTopic,Question,Answer,Done,ReviewLater,Duplicate,LessImportant,Starred,Order,SubjectOrder,TopicOrder,SubTopicOrder,SrsDue,SrsStreak
High Yield,SPRING ECOSYSTEM,Spring WebFlux & Reactive,Backpressure handling. Performance optimization?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring WebFlux & Reactive,Netty vs Tomcat. Event loop model?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring WebFlux & Reactive,Reactive repository vs blocking. Migration challenges?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring WebFlux & Reactive,"Error handling in reactive chains. onError, onErrorResume?",,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring WebFlux & Reactive,"Testing reactive code. StepVerifier, virtual time?",,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring WebFlux & Reactive,Reactive transaction management. Challenges?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring WebFlux & Reactive,Thread safety in reactive. Schedulers?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,Service-to-service communication. REST vs gRPC vs message queue?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,Circuit breaker integration. Fallback strategies?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,Distributed tracing across services. Implementation?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,API versioning in microservices. Strategy?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,Saga pattern for distributed transactions. Choreography vs Orchestration?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,Database per service pattern. Data consistency challenges?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,API composition vs Query composition. Trade-offs?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,Event sourcing & CQRS in Spring. Implementation?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Microservices Patterns,Service mesh integration. Istio with Spring?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring Admin & Monitoring,Spring Boot Admin dashboard. Monitoring real-time metrics?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring Admin & Monitoring,Custom metrics with Micrometer. Publishing?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring Admin & Monitoring,Health indicators. Custom implementation?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring Admin & Monitoring,Alerting strategies. Thresholds & notifications?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring Admin & Monitoring,Log aggregation. ELK stack integration?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Spring Admin & Monitoring,"APM tools integration. Datadog, New Relic?",,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Connection pooling: HikariCP configuration. Size tuning?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Thread pool sizing for async operations. Rejection policies?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Caching strategy: local vs distributed. Eviction policies?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Database query optimization. Index usage? Explain plan?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Memory leak prevention in Spring apps. Common patterns?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Graceful shutdown. Context cleanup order?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Zero-downtime deployment. Blue-green vs canary?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Load balancing at application level. Sticky sessions?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Rate limiting & throttling. Token bucket algorithm?,,,,,,,,,,,,
High Yield,SPRING ECOSYSTEM,Production & Performance,Security at scale. OAuth2 token caching? Refresh strategies?,,,,,,,,,,,,
High Yield,DBMS & SQL,DBMS Fundamentals,ACID properties. Explain each. Real-world implication when one fails?,,,,,,,,,,,,
High Yield,DBMS & SQL,DBMS Fundamentals,Atomicity failures. What breaks? Recovery mechanism?,,,,,,,,,,,,
High Yield,DBMS & SQL,DBMS Fundamentals,Consistency definition. Constraints enforcement? Application vs database level?,,,,,,,,,,,,
High Yield,DBMS & SQL,DBMS Fundamentals,Isolation levels: READ_UNCOMMITTED vs READ_COMMITTED vs REPEATABLE_READ vs SERIALIZABLE. Real scenarios?,,,,,,,,,,,,
High Yield,DBMS & SQL,DBMS Fundamentals,Durability guarantee. Write-ahead logging? fsync cost?,,,,,,,,,,,,
High Yield,DBMS & SQL,DBMS Fundamentals,CAP theorem. Trade-offs in distributed databases?,,,,,,,,,,,,
High Yield,DBMS & SQL,DBMS Fundamentals,RDBMS vs NoSQL. When each? Data consistency trade-offs?,,,,,,,,,,,,
High Yield,DBMS & SQL,Database Architecture,Storage engine. InnoDB vs MyISAM. MySQL default? Differences?,,,,,,,,,,,,
High Yield,DBMS & SQL,Database Architecture,Buffer pool. Size tuning? Cache hit ratio monitoring?,,,,,,,,,,,,
High Yield,DBMS & SQL,Database Architecture,Log-structured merge trees vs B-trees. When each?,,,,,,,,,,,,
High Yield,DBMS & SQL,Database Architecture,Page size & I/O optimization. Default 16KB in MySQL?,,,,,,,,,,,,
High Yield,DBMS & SQL,Database Architecture,WAL (Write-Ahead Logging). Performance implications?,,,,,,,,,,,,
High Yield,DBMS & SQL,Database Architecture,Checkpoint mechanism. Recovery time?,,,,,,,,,,,,
High Yield,DBMS & SQL,Database Architecture,Tablespace management. File organization?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Index types: B-tree vs Hash vs Full-text vs Spatial. When each?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Composite index. Column order matters? Why?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Primary key vs Unique index vs Foreign key. Indexing implications?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Index selectivity. Low selectivity—why avoid indexing?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Covering index. Performance benefit? Trade-off?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Index fragmentation. OPTIMIZE TABLE cost?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Query plan analysis with EXPLAIN. Key fields interpretation?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Query execution plan. Why different for same query?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,"Index hints: USE INDEX, FORCE INDEX, IGNORE INDEX. When override optimizer?",,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Prefix index. Storage vs search trade-off?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Reverse index usage. Like '%string' problem?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Index cardinality. Histogram statistics?,,,,,,,,,,,,
High Yield,DBMS & SQL,Indexes & Query Optimization,Multi-column index selectivity. Which column first?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,N+1 query problem. Detection? Prevention?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,Subquery vs JOIN. Performance difference?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,INNER JOIN vs LEFT JOIN vs RIGHT JOIN. Query planner cost?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,Self-join scenarios. Performance implications?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,UNION vs UNION ALL. When UNION necessary?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,GROUP BY optimization. Index usage?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,HAVING vs WHERE. Execution order?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,LIMIT OFFSET performance degradation. Pagination strategy at scale?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,Aggregate functions: COUNT(*) vs COUNT(column). Performance?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,Distinct performance cost?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,IN vs EXISTS vs JOIN. Query optimizer choice?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,Correlated subqueries. Performance issue?,,,,,,,,,,,,
High Yield,DBMS & SQL,Query Performance & Optimization,View materialization. Performance optimization?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Transaction isolation implementation. MVCC (Multi-Version Concurrency Control)?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,"Dirty read, non-repeatable read, phantom read. Isolation level prevents each?",,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Lock types: shared vs exclusive. Deadlock causes?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Row-level vs Table-level locking. InnoDB behavior?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Deadlock detection & resolution. Victim selection?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,"Deadlock example: transaction A waits for B, B waits for A. How detect?",,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Lock wait timeout. Configuration?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Gap locks & next-key locks. Phantom read prevention?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Optimistic vs Pessimistic locking. Row versioning?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Transaction log (binlog). Replication?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Two-phase commit. Distributed transactions?,,,,,,,,,,,,
High Yield,DBMS & SQL,Transactions & Concurrency,Savepoints. Partial rollback?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,Normalization: 1NF vs 2NF vs 3NF vs BCNF. Real-world trade-offs?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,Denormalization benefits & costs. When acceptable?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,Entity-relationship diagram. Cardinality representation?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,One-to-one vs One-to-many vs Many-to-many. Schema design?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,Foreign key constraints. Referential integrity?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,Surrogate vs Natural keys. When each?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,Composite primary keys. Advantages & disadvantages?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,Data type selection: INT vs BIGINT vs DECIMAL vs VARCHAR. Storage & performance?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,NULL handling. Storage cost? Index behavior?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,ENUM vs lookup table. Trade-offs?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,JSON columns in MySQL. Indexing? When over relational?,,,,,,,,,,,,
High Yield,DBMS & SQL,Data Modeling & Design,Schema versioning. Migration strategy?,,,,,,,,,,,,
High Yield,DBMS & SQL,Backup & Recovery,Full backup vs Incremental vs Differential. Storage vs recovery time?,,,,,,,,,,,,
High Yield,DBMS & SQL,Backup & Recovery,Point-in-time recovery. Binlog retention?,,,,,,,,,,,,
High Yield,DBMS & SQL,Backup & Recovery,Physical vs Logical backup. mysqldump vs xtrabackup?,,,,,,,,,,,,
High Yield,DBMS & SQL,Backup & Recovery,Backup consistency. Locking implications?,,,,,,,,,,,,
High Yield,DBMS & SQL,Backup & Recovery,Recovery time objective (RTO) vs Recovery point objective (RPO). Trade-offs?,,,,,,,,,,,,
High Yield,DBMS & SQL,Backup & Recovery,Binary logging. Row-based vs Statement-based vs Mixed. Replication impact?,,,,,,,,,,,,
High Yield,DBMS & SQL,Backup & Recovery,Crash recovery. InnoDB recovery process?,,,,,,,,,,,,
High Yield,DBMS & SQL,Backup & Recovery,Backup encryption. Security at rest?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Master-slave replication. Data flow?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Master-master replication. Conflict resolution?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Semi-synchronous replication. Durability guarantee?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Replication lag. Causes? Monitoring?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Failover mechanism. Automatic vs Manual?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Read replicas. Scaling read traffic?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Replication filters. Row & statement filtering?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,GTID (Global Transaction ID). Replication reliability?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Parallel replication. Performance gain?,,,,,,,,,,,,
High Yield,DBMS & SQL,Replication & HA,Replication breakage. Skipping errors?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,"InnoDB storage engine architecture. Buffer pool, undo log, redo log?",,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Clustered index. Primary key as row identifier?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Secondary index. Leaf nodes contain primary key?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Redo log vs Undo log. Purpose?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Doublewrite buffer. Crash safety?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Innodb_flush_log_at_trx_commit. Durability vs performance?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Adaptive hash index. Automatic optimization?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Insert buffer (Change buffer). Performance benefit?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Purge thread. Garbage collection of old versions?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Lock monitor. Deadlock detection?,,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,"MySQL 8.0 features. Window functions, JSON improvements, CTE?",,,,,,,,,,,,
High Yield,DBMS & SQL,MySQL Specific Concepts,Instant DDL. Online schema changes?,,,,,,,,,,,,
High Yield,DBMS & SQL,Connection & Resource Management,Connection pooling. min/max size tuning?,,,,,,,,,,,,
High Yield,DBMS & SQL,Connection & Resource Management,max_connections limit. Planning capacity?,,,,,,,,,,,,
High Yield,DBMS & SQL,Connection & Resource Management,Connection timeout configuration?,,,,,,,,,,,,
High Yield,DBMS & SQL,Connection & Resource Management,Idle connection cleanup?,,,,,,,,,,,,
High Yield,DBMS & SQL,Connection & Resource Management,Thread pool plugin benefits?,,,,,,,,,,,,
High Yield,DBMS & SQL,Connection & Resource Management,Query timeout. Statement execution time limit?,,,,,,,,,,,,
High Yield,DBMS & SQL,Connection & Resource Management,max_allowed_packet. Large query/result handling?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,Database monitoring. Key metrics?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,Slow query log. Threshold tuning? Analysis?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,Performance schema. Detailed instrumentation?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,SHOW PROCESSLIST. Active query monitoring?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,SHOW STATUS. Performance counters?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,InnoDB status. Lock & transaction monitoring?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,Disk I/O monitoring. iostat interpretation?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,CPU usage analysis. Query profiling?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,"Memory usage tuning. Buffer pool, query cache?",,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,Storage space management. Tablespace growth?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,User privilege management. Principle of least privilege?,,,,,,,,,,,,
High Yield,DBMS & SQL,Administration & Monitoring,"Parameter tuning: innodb_buffer_pool_size, max_connections, query_cache_size?",,,,,,,,,,,,
High Yield,DBMS & SQL,Security,Authentication. User password policies?,,,,,,,,,,,,
High Yield,DBMS & SQL,Security,Authorization. Column & row-level security?,,,,,,,,,,,,
High Yield,DBMS & SQL,Security,SQL injection prevention. Prepared statements?,,,,,,,,,,,,
High Yield,DBMS & SQL,Security,Data encryption at rest. Encrypted tablespaces?,,,,,,,,,,,,
High Yield,DBMS & SQL,Security,Encryption in transit. SSL/TLS configuration?,,,,,,,,,,,,
High Yield,DBMS & SQL,Security,Audit logging. Who accessed what?,,,,,,,,,,,,
High Yield,DBMS & SQL,Security,Least privilege principle. Role-based access?,,,,,,,,,,,,
High Yield,DBMS & SQL,Security,Password hashing. Storage mechanism?,,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,"Window functions: ROW_NUMBER, RANK, DENSE_RANK, LAG, LEAD. Real use cases?",,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,Common table expression (CTE). WITH clause. Recursive CTE?,,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,Derived tables vs CTE performance?,,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,CASE statements. Complex conditional logic?,,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,Stored procedures. When avoid? Performance?,,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,Triggers. Use cases & dangers?,,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,Views. Updatable views. Materialized view simulation?,,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,Cursor. Performance implications?,,,,,,,,,,,,
High Yield,DBMS & SQL,Advanced SQL,Aggregate window functions. Cumulative sums?,,,,,,,,,,,,
High Yield,DBMS & SQL,JSON Handling,JSON columns in MySQL 5.7+. Data type?,,,,,,,,,,,,
High Yield,DBMS & SQL,JSON Handling,"JSON functions: JSON_EXTRACT, JSON_SET, JSON_ARRAY_APPEND?",,,,,,,,,,,,
High Yield,DBMS & SQL,JSON Handling,JSON path syntax. Nested access?,,,,,,,,,,,,
High Yield,DBMS & SQL,JSON Handling,JSON indexing. Generated columns for performance?,,,,,,,,,,,,
High Yield,DBMS & SQL,JSON Handling,JSON vs Relational normalization. When JSON?,,,,,,,,,,,,
High Yield,DBMS & SQL,JSON Handling,JSON query performance optimization?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Table partitioning. Range vs List vs Hash vs Key. Performance benefit?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Partition pruning. Query optimization?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Subpartitioning. Hierarchical partitioning?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Maintenance operations on partitions. Backup?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Horizontal sharding. Shard key selection?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Shard-based query routing. Complexity?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Hot shard problem. Mitigation?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Cross-shard joins. Distributed query complexity?,,,,,,,,,,,,
High Yield,DBMS & SQL,Partitioning & Sharding,Shard rebalancing. Data migration?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,"Angular architecture. Components, Services, Modules, DI container?",,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,Module bootstrap process. Root module to app initialization?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,NgModule vs Standalone components. When each? Migration strategy?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,Lazy loading modules. Route-based code splitting?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,Feature modules vs Shared modules. Organization patterns?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,Barrel exports. Import path simplification?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,Dependency Injection. Hierarchical injector? Provider scopes?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,@Injectable() with providedIn. Tree-shaking benefit?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,InjectionToken for type-safe DI. Real-world use case?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,Lifecycle hooks: constructor vs ngOnInit vs ngAfterViewInit. Execution order?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,AfterViewInit for @ViewChild access. Why not in ngOnInit?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,ngOnDestroy. Memory leak prevention?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,ChangeDetectionStrategy.OnPush. When use? Performance impact?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,Change detection cycle. Why manual detectChanges() sometimes needed?,,,,,,,,,,,,
High Yield,ANGULAR,Angular Core & Fundamentals,ExpressionChangedAfterCheckError. Cause? Debug strategy?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,"Component decorator. selector, template, templateUrl, styles, styleUrls?",,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,"Template binding: interpolation, property binding, event binding, two-way binding?",,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,"[property]=""value"" vs {{value}}. DOM property vs Angular binding?",,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,"(event)=""handler()"" vs @HostListener. When each?",,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,Banana-in-a-box [()]. Two-way binding mechanics?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,$event object. Native DOM event vs Angular synthetic event?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,@Input vs @Output. Parent-child communication?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,@Input setter & getter. Complex input handling?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,@Output EventEmitter. Emit custom events?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,@ViewChild vs @ViewChildren. Timing issues?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,@ContentChild vs @ContentChildren. Projected content access?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,ng-template. Conditional rendering without DOM?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,ng-container. Structural directive wrapper?,,,,,,,,,,,,
High Yield,ANGULAR,Components & Templates,TemplateRef & ViewContainerRef. Dynamic component creation?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,Event emitter memory leak. Subscription cleanup?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,Safe navigation operator (?.). null/undefined handling?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,Async pipe. AutoUnsubscribe? Change detection trigger?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,Trackby in *ngFor. Performance for large lists?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,*ngIf vs [hidden]. DOM removal vs CSS display?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,*ngSwitch. Multiple conditional rendering?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,String interpolation with filters. {{ value | currency }}.?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,Pipe chaining. Order matters?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,Pure vs Impure pipes. Execution frequency?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,Custom pipe creation. Real-world example?,,,,,,,,,,,,
High Yield,ANGULAR,Data Binding & Reactivity,ngModel two-way binding. When problematic?,,,,,,,,,,,,
High Yield,ANGULAR,Directives,"Structural directives: *ngIf, *ngFor, *ngSwitch. Syntax?",,,,,,,,,,,,
High Yield,ANGULAR,Directives,"Attribute directives. @HostBinding, @HostListener?",,,,,,,,,,,,
High Yield,ANGULAR,Directives,Custom directive creation. Real use case?,,,,,,,,,,,,
High Yield,ANGULAR,Directives,"Directive scope. ElementRef, Renderer2?",,,,,,,,,,,,
High Yield,ANGULAR,Directives,Renderer2 vs direct DOM manipulation. Why prefer Renderer2?,,,,,,,,,,,,
High Yield,ANGULAR,Directives,@Directive selector specificity. Matching priority?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,"ReactiveFormsModule. Form builders, FormControl, FormGroup, FormArray?",,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,FormControl vs FormGroup. Nested structures?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,FormBuilder convenience. Shorthand syntax?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,FormArray for dynamic fields. Adding/removing controls?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,"Validators: required, minlength, pattern, custom validators?",,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,Cross-field validation. Custom validator spanning multiple fields?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,Async validators. Server-side validation (username existence)?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,"Status changes: VALID, INVALID, PENDING. Status tracking?",,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,Value changes Observable. Subscription memory leaks?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,"markAsTouched, markAsDirty. Form state tracking?",,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,setValue vs patchValue. Partial updates?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,Disabled form controls. Excluded from form value?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,Form value synchronization. Manual vs auto?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,Form reset. Clearing vs resetting validators?,,,,,,,,,,,,
High Yield,ANGULAR,Reactive Forms,Dynamic form creation. Runtime control generation?,,,,,,,,,,,,
High Yield,ANGULAR,Template-Driven Forms,ngForm & ngModelGroup. Two-way binding?,,,,,,,,,,,,
High Yield,ANGULAR,Template-Driven Forms,"Form validation with template directives. required, minlength, pattern?",,,,,,,,,,,,
High Yield,ANGULAR,Template-Driven Forms,ngModel binding. When to avoid?,,,,,,,,,,,,
High Yield,ANGULAR,Template-Driven Forms,Template-driven vs Reactive forms. Trade-offs?,,,,,,,,,,,,
High Yield,ANGULAR,Services & DI,Service singleton pattern. Provided at root vs component level?,,,,,,,,,,,,
High Yield,ANGULAR,Services & DI,@Injectable() decorator. providedIn: 'root' tree-shaking?,,,,,,,,,,,,
High Yield,ANGULAR,Services & DI,Hierarchical injection. Child component provider override?,,,,,,,,,,,,
High Yield,ANGULAR,Services & DI,Multi-provider. Array of services?,,,,,,,,,,,,
